instant,dteday_by_hour,season_by_hour,yr_by_hour,mnth_by_hour,hr,holiday_by_hour,weekday_by_hour,workingday_by_hour,weathersit_by_hour,temp_by_hour,atemp_by_hour,hum_by_hour,windspeed_by_hour,casual_by_hour,registered_by_hour,cnt_by_hour,dteday_by_day,season_by_day,yr_by_day,mnth_by_day,holiday_by_day,weekday_by_day,workingday_by_day,weathersit_by_day,temp_by_day,atemp_by_day,hum_by_day,windspeed_by_day,casual_by_day,registered_by_day,cnt_by_day
11712,,1,1,5,4,0,2,1,2,21.32,25.0,68.0,22.0028,0,5,5,,,,,,,,,,,,,,,
11713,,1,1,5,5,0,2,1,2,21.32,25.0,72.0,19.0012,0,20,20,,,,,,,,,,,,,,,
11714,,1,1,5,6,0,2,1,1,20.5,24.240000000000002,77.0,19.999499999999998,7,158,165,,,,,,,,,,,,,,,
11715,,1,1,5,7,0,2,1,1,21.32,25.0,72.0,19.0012,21,442,463,,,,,,,,,,,,,,,
11716,,1,1,5,8,0,2,1,2,22.14,25.759999999999998,73.0,19.999499999999998,36,605,641,,,,,,,,,,,,,,,
11717,,1,1,5,9,0,2,1,2,22.96,26.515,68.0,23.9994,37,258,295,,,,,,,,,,,,,,,
11718,,1,1,5,10,0,2,1,2,23.779999999999998,27.275,68.0,27.999299999999998,46,111,157,,,,,,,,,,,,,,,
11719,,1,1,5,11,0,2,1,2,24.599999999999998,30.305,64.0,26.0027,60,157,217,,,,,,,,,,,,,,,
11720,,1,1,5,12,0,2,1,2,25.419999999999998,30.305,65.0,22.0028,60,203,263,,,,,,,,,,,,,,,
11721,,1,1,5,13,0,2,1,3,26.240000000000002,30.305,65.0,16.997899999999998,53,166,219,,,,,,,,,,,,,,,
11722,,1,1,5,14,0,2,1,3,25.419999999999998,30.305,69.0,22.0028,8,63,71,,,,,,,,,,,,,,,
11723,,1,1,5,15,0,2,1,3,25.419999999999998,29.544999999999998,73.0,16.997899999999998,40,94,134,,,,,,,,,,,,,,,
11724,,1,1,5,16,0,2,1,3,26.240000000000002,30.305,73.0,15.001299999999999,54,335,389,,,,,,,,,,,,,,,
11725,,1,1,5,17,0,2,1,2,26.240000000000002,30.305,69.0,19.0012,77,640,717,,,,,,,,,,,,,,,
11726,,1,1,5,18,0,2,1,2,26.240000000000002,30.305,69.0,19.0012,69,641,710,,,,,,,,,,,,,,,
11727,,1,1,5,19,0,2,1,2,26.240000000000002,30.305,69.0,19.0012,59,399,458,,,,,,,,,,,,,,,
11728,,1,1,5,20,0,2,1,2,26.240000000000002,30.305,69.0,19.0012,40,262,302,,,,,,,,,,,,,,,
11729,,1,1,5,21,0,2,1,2,26.240000000000002,30.305,65.0,19.0012,21,202,223,,,,,,,,,,,,,,,
11730,,1,1,5,22,0,2,1,3,24.599999999999998,28.79,78.0,16.997899999999998,13,134,147,,,,,,,,,,,,,,,
11731,,1,1,5,23,0,2,1,3,24.599999999999998,28.79,78.0,22.0028,10,53,63,,,,,,,,,,,,,,,
11732,,1,1,5,0,0,3,1,2,23.779999999999998,27.275,83.0,12.998000000000001,8,27,35,,,,,,,,,,,,,,,
11733,,1,1,5,1,0,3,1,2,24.599999999999998,28.79,78.0,16.997899999999998,3,11,14,,,,,,,,,,,,,,,
11734,,1,1,5,2,0,3,1,3,22.96,26.515,88.0,30.002599999999997,0,1,1,,,,,,,,,,,,,,,
11735,,1,1,5,3,0,3,1,3,22.96,26.515,88.0,11.0014,0,2,2,,,,,,,,,,,,,,,
11736,,1,1,5,4,0,3,1,3,22.96,26.515,88.0,15.001299999999999,0,5,5,,,,,,,,,,,,,,,
11737,,1,1,5,5,0,3,1,2,22.96,26.515,88.0,8.9981,1,27,28,,,,,,,,,,,,,,,
11738,,1,1,5,6,0,3,1,2,22.96,26.515,88.0,7.0015,5,121,126,,,,,,,,,,,,,,,
11739,,1,1,5,7,0,3,1,2,22.96,26.515,94.0,12.998000000000001,17,401,418,,,,,,,,,,,,,,,
11740,,1,1,5,8,0,3,1,2,24.599999999999998,28.03,83.0,8.9981,28,594,622,,,,,,,,,,,,,,,
11741,,1,1,5,9,0,3,1,2,24.599999999999998,28.03,83.0,0.0,40,285,325,,,,,,,,,,,,,,,
11742,,1,1,5,10,0,3,1,2,25.419999999999998,30.305,65.0,16.997899999999998,40,113,153,,,,,,,,,,,,,,,
11743,,1,1,5,11,0,3,1,2,25.419999999999998,31.06,59.0,19.999499999999998,45,156,201,,,,,,,,,,,,,,,
11744,,1,1,5,12,0,3,1,2,25.419999999999998,31.06,56.99999999999999,15.001299999999999,58,222,280,,,,,,,,,,,,,,,
11745,,1,1,5,13,0,3,1,2,26.240000000000002,31.06,53.0,16.997899999999998,50,216,266,,,,,,,,,,,,,,,
11746,,1,1,5,14,0,3,1,2,26.240000000000002,31.06,53.0,16.997899999999998,68,175,243,,,,,,,,,,,,,,,
11747,,1,1,5,15,0,3,1,2,26.240000000000002,31.06,53.0,7.0015,68,191,259,,,,,,,,,,,,,,,
11748,,1,1,5,16,0,3,1,2,27.060000000000002,31.06,50.0,12.998000000000001,68,289,357,,,,,,,,,,,,,,,
11749,,1,1,5,17,0,3,1,2,26.240000000000002,31.06,53.0,8.9981,76,629,705,,,,,,,,,,,,,,,
11750,,1,1,5,18,0,3,1,3,21.32,25.0,77.0,39.000699999999995,23,349,372,,,,,,,,,,,,,,,
11751,,1,1,5,19,0,3,1,3,20.5,24.240000000000002,77.0,23.9994,2,96,98,,,,,,,,,,,,,,,
11752,,1,1,5,20,0,3,1,3,20.5,24.240000000000002,82.0,15.001299999999999,3,48,51,,,,,,,,,,,,,,,
11753,,1,1,5,21,0,3,1,3,20.5,24.240000000000002,82.0,11.0014,4,30,34,,,,,,,,,,,,,,,
11754,,1,1,5,22,0,3,1,3,19.68,23.485,82.0,7.0015,5,62,67,,,,,,,,,,,,,,,
11755,,1,1,5,23,0,3,1,3,19.68,23.485,82.0,12.998000000000001,8,47,55,,,,,,,,,,,,,,,
11756,,1,1,5,0,0,4,1,3,20.5,24.240000000000002,77.0,11.0014,2,31,33,,,,,,,,,,,,,,,
11757,,1,1,5,1,0,4,1,2,19.68,23.485,88.0,8.9981,2,9,11,,,,,,,,,,,,,,,
11758,,1,1,5,2,0,4,1,2,19.68,23.485,88.0,7.0015,0,3,3,,,,,,,,,,,,,,,
11759,,1,1,5,3,0,4,1,1,18.86,22.725,88.0,15.001299999999999,0,3,3,,,,,,,,,,,,,,,
11760,,1,1,5,4,0,4,1,1,18.86,22.725,77.0,12.998000000000001,0,2,2,,,,,,,,,,,,,,,
11761,,1,1,5,5,0,4,1,1,18.86,22.725,72.0,19.999499999999998,1,23,24,,,,,,,,,,,,,,,
11762,,1,1,5,6,0,4,1,1,18.04,21.97,72.0,15.001299999999999,9,130,139,,,,,,,,,,,,,,,
11763,,1,1,5,7,0,4,1,1,18.04,21.97,72.0,19.999499999999998,8,393,401,,,,,,,,,,,,,,,
11764,,1,1,5,8,0,4,1,1,18.86,22.725,67.0,23.9994,27,603,630,,,,,,,,,,,,,,,
11765,,1,1,5,9,0,4,1,1,20.5,24.240000000000002,59.0,31.0009,62,299,361,,,,,,,,,,,,,,,
11766,,1,1,5,10,0,4,1,1,20.5,24.240000000000002,51.0,27.999299999999998,42,112,154,,,,,,,,,,,,,,,
11767,,1,1,5,11,0,4,1,1,21.32,25.0,48.0,35.0008,77,179,256,,,,,,,,,,,,,,,
11768,,1,1,5,12,0,4,1,1,21.32,25.0,48.0,27.999299999999998,65,207,272,,,,,,,,,,,,,,,
11769,,1,1,5,13,0,4,1,1,22.14,25.759999999999998,39.0,30.002599999999997,90,228,318,,,,,,,,,,,,,,,
11770,,1,1,5,14,0,4,1,1,22.96,26.515,37.0,27.999299999999998,61,186,247,,,,,,,,,,,,,,,
11771,,1,1,5,15,0,4,1,1,22.14,25.759999999999998,37.0,26.0027,79,192,271,,,,,,,,,,,,,,,
11772,,1,1,5,16,0,4,1,1,23.779999999999998,27.275,30.0,31.0009,87,334,421,,,,,,,,,,,,,,,
11773,,1,1,5,17,0,4,1,1,24.599999999999998,31.06,31.0,26.0027,84,648,732,,,,,,,,,,,,,,,
11774,,1,1,5,18,0,4,1,1,22.96,26.515,35.0,35.0008,109,661,770,,,,,,,,,,,,,,,
11775,,1,1,5,19,0,4,1,1,22.14,25.759999999999998,37.0,23.9994,84,469,553,,,,,,,,,,,,,,,
11776,,1,1,5,20,0,4,1,1,21.32,25.0,40.0,22.0028,59,315,374,,,,,,,,,,,,,,,
11777,,1,1,5,21,0,4,1,1,20.5,24.240000000000002,42.0,12.998000000000001,19,211,230,,,,,,,,,,,,,,,
11778,,1,1,5,22,0,4,1,1,20.5,24.240000000000002,42.0,7.0015,36,196,232,,,,,,,,,,,,,,,
11779,,1,1,5,23,0,4,1,1,19.68,23.485,48.0,7.0015,23,112,135,,,,,,,,,,,,,,,
11780,,1,1,5,0,0,5,1,1,18.86,22.725,55.00000000000001,7.0015,17,47,64,,,,,,,,,,,,,,,
11781,,1,1,5,1,0,5,1,1,18.86,22.725,51.0,8.9981,14,32,46,,,,,,,,,,,,,,,
11782,,1,1,5,2,0,5,1,1,18.86,22.725,44.0,11.0014,15,16,31,,,,,,,,,,,,,,,
11783,,1,1,5,3,0,5,1,1,18.86,22.725,41.0,19.0012,5,8,13,,,,,,,,,,,,,,,
11784,,1,1,5,4,0,5,1,1,17.22,21.21,50.0,12.998000000000001,3,6,9,,,,,,,,,,,,,,,
11785,,1,1,5,5,0,5,1,1,17.22,21.21,47.0,11.0014,3,23,26,,,,,,,,,,,,,,,
11786,,1,1,5,6,0,5,1,1,17.22,21.21,50.0,16.997899999999998,7,128,135,,,,,,,,,,,,,,,
11787,,1,1,5,7,0,5,1,1,17.22,21.21,50.0,16.997899999999998,6,345,351,,,,,,,,,,,,,,,
11788,,1,1,5,8,0,5,1,1,18.86,22.725,44.0,16.997899999999998,41,579,620,,,,,,,,,,,,,,,
11789,,1,1,5,9,0,5,1,1,19.68,23.485,41.0,19.999499999999998,34,288,322,,,,,,,,,,,,,,,
11790,,1,1,5,10,0,5,1,1,21.32,25.0,36.0,22.0028,69,141,210,,,,,,,,,,,,,,,
11791,,1,1,5,11,0,5,1,1,22.96,26.515,35.0,16.997899999999998,88,203,291,,,,,,,,,,,,,,,
11792,,1,1,5,12,0,5,1,1,22.96,26.515,28.000000000000004,27.999299999999998,89,259,348,,,,,,,,,,,,,,,
11793,,1,1,5,13,0,5,1,1,24.599999999999998,30.305,26.0,26.0027,100,263,363,,,,,,,,,,,,,,,
11794,,1,1,5,14,0,5,1,1,25.419999999999998,30.305,23.0,15.001299999999999,116,218,334,,,,,,,,,,,,,,,
11795,,1,1,5,15,0,5,1,1,25.419999999999998,30.305,25.0,12.998000000000001,140,299,439,,,,,,,,,,,,,,,
11796,,1,1,5,16,0,5,1,1,25.419999999999998,30.305,25.0,22.0028,128,397,525,,,,,,,,,,,,,,,
11797,,1,1,5,17,0,5,1,1,26.240000000000002,30.305,23.0,16.997899999999998,102,677,779,,,,,,,,,,,,,,,
11798,,1,1,5,18,0,5,1,1,26.240000000000002,30.305,23.0,19.0012,78,518,596,,,,,,,,,,,,,,,
11799,,1,1,5,19,0,5,1,1,26.240000000000002,30.305,23.0,16.997899999999998,73,430,503,,,,,,,,,,,,,,,
11800,,1,1,5,20,0,5,1,1,25.419999999999998,30.305,25.0,8.9981,64,277,341,,,,,,,,,,,,,,,
11801,,1,1,5,21,0,5,1,1,24.599999999999998,30.305,28.000000000000004,7.0015,45,225,270,,,,,,,,,,,,,,,
11802,,1,1,5,22,0,5,1,1,22.96,26.515,35.0,15.001299999999999,44,190,234,,,,,,,,,,,,,,,
11803,,1,1,5,23,0,5,1,1,22.14,25.759999999999998,37.0,12.998000000000001,38,142,180,,,,,,,,,,,,,,,
11804,,1,1,5,0,0,6,0,1,21.32,25.0,42.0,11.0014,25,111,136,,,,,,,,,,,,,,,
11805,,1,1,5,1,0,6,0,1,20.5,24.240000000000002,48.0,0.0,14,79,93,,,,,,,,,,,,,,,
11806,,1,1,5,2,0,6,0,1,18.86,22.725,59.0,8.9981,10,46,56,,,,,,,,,,,,,,,
11807,,1,1,5,3,0,6,0,1,19.68,23.485,59.0,0.0,14,20,34,,,,,,,,,,,,,,,
11808,,1,1,5,4,0,6,0,1,18.04,21.97,67.0,7.0015,3,6,9,,,,,,,,,,,,,,,
11809,,1,1,5,5,0,6,0,1,17.22,21.21,67.0,8.9981,5,8,13,,,,,,,,,,,,,,,
11810,,1,1,5,6,0,6,0,1,17.22,21.21,67.0,6.0032,10,23,33,,,,,,,,,,,,,,,
11811,,1,1,5,7,0,6,0,1,17.22,21.21,71.0,8.9981,10,57,67,,,,,,,,,,,,,,,
11812,,1,1,5,8,0,6,0,1,21.32,25.0,48.0,0.0,22,156,178,,,,,,,,,,,,,,,
11813,,1,1,5,9,0,6,0,1,22.14,25.759999999999998,49.0,0.0,87,248,335,,,,,,,,,,,,,,,
11814,,1,1,5,10,0,6,0,1,22.96,26.515,49.0,6.0032,132,279,411,,,,,,,,,,,,,,,
11815,,1,1,5,11,0,6,0,1,25.419999999999998,31.06,41.0,6.0032,157,365,522,,,,,,,,,,,,,,,
11816,,1,1,5,12,0,6,0,1,26.240000000000002,31.06,36.0,11.0014,206,353,559,,,,,,,,,,,,,,,
11817,,1,1,5,13,0,6,0,1,26.240000000000002,31.06,36.0,12.998000000000001,293,366,659,,,,,,,,,,,,,,,
11818,,1,1,5,14,0,6,0,1,27.060000000000002,31.06,36.0,12.998000000000001,257,358,615,,,,,,,,,,,,,,,
11819,,1,1,5,15,0,6,0,1,27.880000000000003,31.06,24.0,12.998000000000001,269,321,590,,,,,,,,,,,,,,,
11820,,1,1,5,16,0,6,0,2,28.7,31.819999999999997,21.0,12.998000000000001,254,337,591,,,,,,,,,,,,,,,
11821,,1,1,5,17,0,6,0,2,27.060000000000002,31.06,36.0,12.998000000000001,233,343,576,,,,,,,,,,,,,,,
11822,,1,1,5,18,0,6,0,2,27.060000000000002,31.06,31.0,12.998000000000001,164,382,546,,,,,,,,,,,,,,,
11823,,1,1,5,19,0,6,0,2,26.240000000000002,31.06,36.0,11.0014,166,273,439,,,,,,,,,,,,,,,
11824,,1,1,5,20,0,6,0,1,25.419999999999998,31.06,46.0,11.0014,113,174,287,,,,,,,,,,,,,,,
11825,,1,1,5,21,0,6,0,2,24.599999999999998,30.305,60.0,8.9981,74,156,230,,,,,,,,,,,,,,,
11826,,1,1,5,22,0,6,0,1,22.96,26.515,68.0,8.9981,62,212,274,,,,,,,,,,,,,,,
11827,,1,1,5,23,0,6,0,1,23.779999999999998,27.275,56.00000000000001,6.0032,42,134,176,,,,,,,,,,,,,,,
11828,,1,1,5,0,0,0,0,1,22.96,26.515,64.0,11.0014,19,79,98,,,,,,,,,,,,,,,
11829,,1,1,5,1,0,0,0,2,22.14,25.759999999999998,68.0,8.9981,22,72,94,,,,,,,,,,,,,,,
11830,,1,1,5,2,0,0,0,2,22.14,25.759999999999998,68.0,11.0014,22,60,82,,,,,,,,,,,,,,,
11831,,1,1,5,3,0,0,0,2,22.14,25.759999999999998,64.0,8.9981,2,26,28,,,,,,,,,,,,,,,
11832,,1,1,5,4,0,0,0,2,22.14,25.759999999999998,68.0,12.998000000000001,2,7,9,,,,,,,,,,,,,,,
11833,,1,1,5,5,0,0,0,1,21.32,25.0,72.0,12.998000000000001,4,8,12,,,,,,,,,,,,,,,
11834,,1,1,5,6,0,0,0,1,21.32,25.0,68.0,11.0014,6,15,21,,,,,,,,,,,,,,,
11835,,1,1,5,7,0,0,0,1,21.32,25.0,68.0,11.0014,18,42,60,,,,,,,,,,,,,,,
11836,,1,1,5,8,0,0,0,1,22.96,26.515,64.0,11.0014,32,124,156,,,,,,,,,,,,,,,
11837,,1,1,5,9,0,0,0,1,24.599999999999998,31.06,56.00000000000001,8.9981,79,143,222,,,,,,,,,,,,,,,
11838,,1,1,5,10,0,0,0,1,24.599999999999998,30.305,60.0,16.997899999999998,128,222,350,,,,,,,,,,,,,,,
11839,,1,1,5,11,0,0,0,1,25.419999999999998,31.06,56.99999999999999,16.997899999999998,150,278,428,,,,,,,,,,,,,,,
11840,,1,1,5,12,0,0,0,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,189,342,531,,,,,,,,,,,,,,,
11841,,1,1,5,13,0,0,0,1,27.880000000000003,31.819999999999997,54.0,16.997899999999998,255,347,602,,,,,,,,,,,,,,,
11842,,1,1,5,14,0,0,0,1,28.7,32.574999999999996,48.0,8.9981,228,324,552,,,,,,,,,,,,,,,
11843,,1,1,5,15,0,0,0,1,29.52,32.574999999999996,45.0,23.9994,190,309,499,,,,,,,,,,,,,,,
11844,,1,1,5,16,0,0,0,1,29.52,32.574999999999996,42.0,16.997899999999998,225,339,564,,,,,,,,,,,,,,,
11845,,1,1,5,17,0,0,0,1,28.7,31.819999999999997,45.0,27.999299999999998,191,287,478,,,,,,,,,,,,,,,
11846,,1,1,5,18,0,0,0,2,27.880000000000003,31.819999999999997,44.0,23.9994,129,260,389,,,,,,,,,,,,,,,
11847,,1,1,5,19,0,0,0,2,27.060000000000002,31.06,50.0,27.999299999999998,107,232,339,,,,,,,,,,,,,,,
11848,,1,1,5,20,0,0,0,2,27.060000000000002,31.06,50.0,19.0012,67,163,230,,,,,,,,,,,,,,,
11849,,1,1,5,21,0,0,0,2,26.240000000000002,31.06,53.0,12.998000000000001,48,121,169,,,,,,,,,,,,,,,
11850,,1,1,5,22,0,0,0,2,25.419999999999998,30.305,61.0,11.0014,42,89,131,,,,,,,,,,,,,,,
11851,,1,1,5,23,0,0,0,2,25.419999999999998,31.06,56.99999999999999,15.001299999999999,17,57,74,,,,,,,,,,,,,,,
11852,,1,1,5,0,0,1,1,2,24.599999999999998,31.06,56.00000000000001,16.997899999999998,21,14,35,,,,,,,,,,,,,,,
11853,,1,1,5,1,0,1,1,2,24.599999999999998,30.305,60.0,19.0012,5,6,11,,,,,,,,,,,,,,,
11854,,1,1,5,2,0,1,1,1,24.599999999999998,30.305,60.0,19.999499999999998,1,1,2,,,,,,,,,,,,,,,
11855,,1,1,5,3,0,1,1,2,23.779999999999998,27.275,68.0,22.0028,0,2,2,,,,,,,,,,,,,,,
11856,,1,1,5,4,0,1,1,2,22.14,25.759999999999998,77.0,15.001299999999999,3,3,6,,,,,,,,,,,,,,,
11857,,1,1,5,5,0,1,1,2,22.14,25.759999999999998,77.0,11.0014,1,25,26,,,,,,,,,,,,,,,
11858,,1,1,5,6,0,1,1,3,21.32,25.0,94.0,19.999499999999998,3,62,65,,,,,,,,,,,,,,,
11859,,1,1,5,7,0,1,1,3,21.32,25.0,94.0,12.998000000000001,3,72,75,,,,,,,,,,,,,,,
11860,,1,1,5,8,0,1,1,3,22.14,25.759999999999998,88.0,15.001299999999999,1,155,156,,,,,,,,,,,,,,,
11861,,1,1,5,9,0,1,1,3,22.14,25.759999999999998,88.0,19.0012,5,105,110,,,,,,,,,,,,,,,
11862,,1,1,5,10,0,1,1,3,22.14,25.759999999999998,88.0,16.997899999999998,6,53,59,,,,,,,,,,,,,,,
11863,,1,1,5,11,0,1,1,2,22.96,26.515,83.0,15.001299999999999,12,67,79,,,,,,,,,,,,,,,
11864,,1,1,5,12,0,1,1,2,22.96,26.515,88.0,19.0012,53,132,185,,,,,,,,,,,,,,,
11865,,1,1,5,13,0,1,1,2,25.419999999999998,29.544999999999998,73.0,15.001299999999999,33,143,176,,,,,,,,,,,,,,,
11866,,1,1,5,14,0,1,1,2,25.419999999999998,29.544999999999998,73.0,16.997899999999998,43,128,171,,,,,,,,,,,,,,,
11867,,1,1,5,15,0,1,1,2,25.419999999999998,29.544999999999998,73.0,11.0014,40,156,196,,,,,,,,,,,,,,,
11868,,1,1,5,16,0,1,1,3,25.419999999999998,30.305,69.0,19.0012,20,91,111,,,,,,,,,,,,,,,
11869,,1,1,5,17,0,1,1,3,22.96,26.515,88.0,16.997899999999998,25,204,229,,,,,,,,,,,,,,,
11870,,1,1,5,18,0,1,1,2,23.779999999999998,27.275,83.0,0.0,17,283,300,,,,,,,,,,,,,,,
11871,,1,1,5,19,0,1,1,3,23.779999999999998,27.275,88.0,8.9981,10,294,304,,,,,,,,,,,,,,,
11872,,1,1,5,20,0,1,1,2,23.779999999999998,27.275,88.0,12.998000000000001,11,178,189,,,,,,,,,,,,,,,
11873,,1,1,5,21,0,1,1,2,23.779999999999998,27.275,83.0,6.0032,7,145,152,,,,,,,,,,,,,,,
11874,,1,1,5,22,0,1,1,2,23.779999999999998,27.275,78.0,6.0032,11,118,129,,,,,,,,,,,,,,,
11875,,1,1,5,23,0,1,1,2,23.779999999999998,27.275,78.0,7.0015,11,64,75,,,,,,,,,,,,,,,
11876,,1,1,5,0,0,2,1,2,22.96,26.515,88.0,8.9981,7,25,32,,,,,,,,,,,,,,,
11877,,1,1,5,1,0,2,1,3,22.96,26.515,88.0,8.9981,5,14,19,,,,,,,,,,,,,,,
11878,,1,1,5,2,0,2,1,2,22.96,26.515,88.0,8.9981,1,3,4,,,,,,,,,,,,,,,
11879,,1,1,5,3,0,2,1,3,23.779999999999998,27.275,83.0,8.9981,1,5,6,,,,,,,,,,,,,,,
11880,,1,1,5,4,0,2,1,3,22.96,26.515,94.0,0.0,1,4,5,,,,,,,,,,,,,,,
11881,,1,1,5,5,0,2,1,3,22.96,26.515,94.0,15.001299999999999,0,8,8,,,,,,,,,,,,,,,
11882,,1,1,5,6,0,2,1,3,22.96,26.515,94.0,15.001299999999999,2,22,24,,,,,,,,,,,,,,,
11883,,1,1,5,7,0,2,1,3,22.96,26.515,94.0,8.9981,1,91,92,,,,,,,,,,,,,,,
11884,,1,1,5,8,0,2,1,2,23.779999999999998,27.275,88.0,6.0032,8,401,409,,,,,,,,,,,,,,,
11885,,1,1,5,9,0,2,1,2,23.779999999999998,27.275,88.0,6.0032,28,327,355,,,,,,,,,,,,,,,
11886,,1,1,5,10,0,2,1,1,25.419999999999998,29.544999999999998,78.0,7.0015,27,144,171,,,,,,,,,,,,,,,
11887,,1,1,5,11,0,2,1,1,26.240000000000002,29.544999999999998,78.0,12.998000000000001,38,186,224,,,,,,,,,,,,,,,
11888,,1,1,5,12,0,2,1,1,26.240000000000002,30.305,73.0,12.998000000000001,44,220,264,,,,,,,,,,,,,,,
11889,,1,1,5,13,0,2,1,3,26.240000000000002,30.305,73.0,12.998000000000001,35,204,239,,,,,,,,,,,,,,,
11890,,1,1,5,14,0,2,1,2,26.240000000000002,30.305,73.0,12.998000000000001,39,145,184,,,,,,,,,,,,,,,
11891,,1,1,5,15,0,2,1,2,28.7,32.574999999999996,61.0,6.0032,51,205,256,,,,,,,,,,,,,,,
11892,,1,1,5,16,0,2,1,1,27.880000000000003,31.819999999999997,65.0,11.0014,74,300,374,,,,,,,,,,,,,,,
11893,,1,1,5,17,0,2,1,1,27.880000000000003,31.819999999999997,65.0,7.0015,75,603,678,,,,,,,,,,,,,,,
11894,,1,1,5,18,0,2,1,1,28.7,32.574999999999996,61.0,6.0032,68,665,733,,,,,,,,,,,,,,,
11895,,1,1,5,19,0,2,1,1,27.060000000000002,31.06,69.0,11.0014,57,455,512,,,,,,,,,,,,,,,
11896,,1,1,5,20,0,2,1,3,26.240000000000002,30.305,73.0,8.9981,30,233,263,,,,,,,,,,,,,,,
11897,,1,1,5,21,0,2,1,3,26.240000000000002,30.305,73.0,19.0012,11,98,109,,,,,,,,,,,,,,,
11898,,1,1,5,22,0,2,1,1,23.779999999999998,27.275,78.0,15.001299999999999,9,74,83,,,,,,,,,,,,,,,
11899,,1,1,5,23,0,2,1,3,22.96,26.515,88.0,7.0015,13,58,71,,,,,,,,,,,,,,,
11900,,1,1,5,0,0,3,1,2,23.779999999999998,27.275,88.0,0.0,12,27,39,,,,,,,,,,,,,,,
11901,,1,1,5,1,0,3,1,2,23.779999999999998,27.275,88.0,8.9981,7,14,21,,,,,,,,,,,,,,,
11902,,1,1,5,2,0,3,1,1,22.96,26.515,94.0,12.998000000000001,5,14,19,,,,,,,,,,,,,,,
11903,,1,1,5,3,0,3,1,1,22.96,26.515,88.0,7.0015,1,5,6,,,,,,,,,,,,,,,
11904,,1,1,5,4,0,3,1,1,22.14,25.759999999999998,94.0,8.9981,1,3,4,,,,,,,,,,,,,,,
11905,,1,1,5,5,0,3,1,1,22.14,25.759999999999998,94.0,7.0015,4,34,38,,,,,,,,,,,,,,,
11906,,1,1,5,6,0,3,1,1,22.14,25.759999999999998,94.0,6.0032,8,150,158,,,,,,,,,,,,,,,
11907,,1,1,5,7,0,3,1,1,22.96,26.515,83.0,0.0,14,426,440,,,,,,,,,,,,,,,
11908,,1,1,5,8,0,3,1,1,23.779999999999998,27.275,83.0,0.0,33,617,650,,,,,,,,,,,,,,,
11909,,1,1,5,9,0,3,1,2,24.599999999999998,28.79,78.0,8.9981,33,314,347,,,,,,,,,,,,,,,
11910,,1,1,5,10,0,3,1,1,27.060000000000002,31.06,61.0,0.0,43,149,192,,,,,,,,,,,,,,,
11911,,1,1,5,11,0,3,1,1,28.7,32.574999999999996,54.0,8.9981,55,212,267,,,,,,,,,,,,,,,
11912,,1,1,5,12,0,3,1,1,28.7,32.574999999999996,54.0,12.998000000000001,59,271,330,,,,,,,,,,,,,,,
11913,,1,1,5,13,0,3,1,1,29.52,32.574999999999996,42.0,0.0,77,273,350,,,,,,,,,,,,,,,
11914,,1,1,5,14,0,3,1,1,29.52,32.574999999999996,42.0,6.0032,42,221,263,,,,,,,,,,,,,,,
11915,,1,1,5,15,0,3,1,2,29.52,33.335,48.0,7.0015,52,222,274,,,,,,,,,,,,,,,
11916,,1,1,5,16,0,3,1,1,29.52,32.574999999999996,45.0,7.0015,70,376,446,,,,,,,,,,,,,,,
11917,,1,1,5,17,0,3,1,1,29.52,33.335,51.0,12.998000000000001,104,769,873,,,,,,,,,,,,,,,
11918,,1,1,5,18,0,3,1,1,29.52,33.335,51.0,15.001299999999999,97,749,846,,,,,,,,,,,,,,,
11919,,1,1,5,19,0,3,1,1,28.7,32.574999999999996,54.0,19.0012,91,499,590,,,,,,,,,,,,,,,
11920,,1,1,5,20,0,3,1,1,27.060000000000002,31.06,65.0,16.997899999999998,61,398,459,,,,,,,,,,,,,,,
11921,,1,1,5,21,0,3,1,1,26.240000000000002,30.305,73.0,12.998000000000001,63,330,393,,,,,,,,,,,,,,,
11922,,1,1,5,22,0,3,1,1,26.240000000000002,30.305,73.0,11.0014,33,253,286,,,,,,,,,,,,,,,
11923,,1,1,5,23,0,3,1,1,25.419999999999998,29.544999999999998,78.0,7.0015,26,107,133,,,,,,,,,,,,,,,
11924,,1,1,5,0,0,4,1,1,24.599999999999998,28.79,78.0,8.9981,30,49,79,,,,,,,,,,,,,,,
11925,,1,1,5,1,0,4,1,1,24.599999999999998,28.03,83.0,11.0014,12,16,28,,,,,,,,,,,,,,,
11926,,1,1,5,2,0,4,1,1,24.599999999999998,28.79,78.0,11.0014,8,8,16,,,,,,,,,,,,,,,
11927,,1,1,5,3,0,4,1,1,24.599999999999998,29.544999999999998,73.0,16.997899999999998,0,3,3,,,,,,,,,,,,,,,
11928,,1,1,5,4,0,4,1,1,24.599999999999998,30.305,64.0,22.0028,3,13,16,,,,,,,,,,,,,,,
11929,,1,1,5,5,0,4,1,1,22.96,26.515,68.0,22.0028,1,34,35,,,,,,,,,,,,,,,
11930,,1,1,5,6,0,4,1,1,22.14,25.759999999999998,73.0,23.9994,10,149,159,,,,,,,,,,,,,,,
11931,,1,1,5,7,0,4,1,1,22.14,25.759999999999998,73.0,26.0027,25,449,474,,,,,,,,,,,,,,,
11932,,1,1,5,8,0,4,1,1,21.32,25.0,55.00000000000001,30.002599999999997,29,605,634,,,,,,,,,,,,,,,
